,Symbol,AD,ED,RD
9940,IBDR,2019-12-11,2020-04-01,2020-04-02
9941,IBDR,2019-12-11,2020-03-02,2020-03-03
9942,IBDR,2019-12-11,2020-02-03,2020-02-04
9943,IBDR,2018-12-20,2019-12-30,2019-12-31
9944,IBDR,2018-12-20,2019-12-19,2019-12-20
9945,IBDR,2018-12-20,2019-12-02,2019-12-03
9946,IBDR,2018-12-20,2019-11-01,2019-11-04
9947,IBDR,2018-12-20,2019-10-01,2019-10-02
9948,IBDR,2018-12-20,2019-09-03,2019-09-04
9949,IBDR,2018-12-20,2019-08-01,2019-08-02
9950,IBDR,2018-12-20,2019-07-01,2019-07-02
9951,IBDR,2018-12-20,2019-06-03,2019-06-04
9952,IBDR,2018-12-20,2019-05-01,2019-05-02
9953,IBDR,2018-12-20,2019-04-01,2019-04-02
9954,IBDR,2018-12-20,2019-03-01,2019-03-04
9955,IBDR,2018-12-20,2019-02-01,2019-02-04
9956,IBDR,2017-12-30,2018-12-18,2018-12-19
9957,IBDR,2017-12-30,2018-12-03,2018-12-04
9958,IBDR,2017-12-30,2018-11-01,2018-11-02
9959,IBDT,2019-12-10,2020-10-01,2020-10-02
9960,IBDT,2019-12-10,2020-09-01,2020-09-02
9961,IBDT,2019-12-10,2020-08-03,2020-08-04
9962,IBDT,2019-12-10,2020-07-01,2020-07-02
9963,IBDT,2019-12-10,2020-06-01,2020-06-02
9964,IBDT,2019-12-10,2020-05-01,2020-05-04
9965,IBDT,2019-12-10,2020-04-01,2020-04-02
9966,IBDT,2019-12-10,2020-03-02,2020-03-03
9967,IBDT,2019-12-10,2020-02-03,2020-02-04
9968,IBDT,2018-12-20,2019-12-30,2019-12-31
9969,IBDT,2018-12-20,2019-12-19,2019-12-20
9970,IBDT,2018-12-20,2019-12-02,2019-12-03
9971,IBDT,2018-12-20,2019-11-01,2019-11-04
9972,IBDT,2018-12-20,2019-10-01,2019-10-02
9973,IBDT,2018-12-20,2019-09-03,2019-09-04
9974,IBDT,2018-12-20,2019-08-01,2019-08-02
9975,IBDT,2018-12-20,2019-07-01,2019-07-02
9976,IBDT,2018-12-20,2019-06-03,2019-06-04
9977,IBDT,2018-12-20,2019-05-01,2019-05-02
9978,IBDT,2018-12-20,2019-04-01,2019-04-02
9979,IBDT,2018-12-20,2019-03-01,2019-03-04
9980,IBDT,2018-12-20,2019-02-01,2019-02-04
9981,IBDT,2018-10-10,2018-12-28,2018-12-31
9982,IBDT,2018-10-10,2018-12-18,2018-12-19
9983,IBDT,2018-10-10,2018-12-03,2018-12-04
9984,IBDT,2018-10-10,2018-11-01,2018-11-02
9985,IBDV,2020-09-30,2020-10-01,2020-10-02
9986,IBDV,2020-08-31,2020-09-01,2020-09-02
9987,IBDV,2020-07-31,2020-08-03,2020-08-04
9988,IBHA,2020-09-30,2020-10-01,2020-10-02
9989,IBHA,2019-12-10,2020-09-01,2020-09-02
9990,IBHA,2019-12-10,2020-08-03,2020-08-04
9991,IBHA,2019-12-10,2020-07-01,2020-07-02
9992,IBHA,2019-12-10,2020-06-01,2020-06-02
9993,IBHA,2019-12-10,2020-05-01,2020-05-04
9994,IBHA,2019-12-10,2020-04-01,2020-04-02
9995,IBHA,2019-12-10,2020-03-02,2020-03-03
9996,IBHA,2019-12-10,2020-02-03,2020-02-04
9997,IBHA,2019-12-18,2019-12-19,2019-12-20
9998,IBHA,2019-06-04,2019-12-02,2019-12-03
9999,IBHA,2019-06-04,2019-11-01,2019-11-04
10000,IBHA,2019-06-04,2019-10-01,2019-10-02
10001,IBHA,2019-06-04,2019-09-03,2019-09-04
10002,IBHA,2019-06-04,2019-08-01,2019-08-02
10003,IBHA,2019-06-04,2019-07-01,2019-07-02
10004,IBHC,2019-12-10,2020-10-01,2020-10-02
10005,IBHC,2019-12-10,2020-09-01,2020-09-02
10006,IBHC,2019-12-10,2020-08-03,2020-08-04
10007,IBHC,2019-12-10,2020-07-01,2020-07-02
10008,IBHC,2019-12-10,2020-06-01,2020-06-02
10009,IBHC,2019-12-10,2020-05-01,2020-05-04
10010,IBHC,2019-12-10,2020-04-01,2020-04-02
10011,IBHC,2019-12-10,2020-03-02,2020-03-03
10012,IBHC,2019-12-10,2020-02-03,2020-02-04
10013,IBHC,2019-12-18,2019-12-19,2019-12-20
10014,IBHC,2019-06-04,2019-12-02,2019-12-03
10015,IBHC,2019-06-04,2019-11-01,2019-11-04
10016,IBHC,2019-06-04,2019-10-01,2019-10-02
10017,IBHC,2019-06-04,2019-09-03,2019-09-04
10018,IBHC,2019-06-04,2019-08-01,2019-08-02
10019,IBHC,2019-06-04,2019-07-01,2019-07-02
10020,IBHE,2019-12-10,2020-10-01,2020-10-02
10021,IBHE,2019-12-10,2020-09-01,2020-09-02
10022,IBHE,2019-12-10,2020-08-03,2020-08-04
10023,IBHE,2019-12-10,2020-07-01,2020-07-02
10024,IBHE,2019-12-10,2020-06-01,2020-06-02
10025,IBHE,2019-12-10,2020-05-01,2020-05-04
10026,IBHE,2019-12-10,2020-04-01,2020-04-02
10027,IBHE,2019-12-10,2020-03-02,2020-03-03
10028,IBHE,2019-12-10,2020-02-03,2020-02-04
10029,IBHE,2019-12-18,2019-12-19,2019-12-20
10030,IBHE,2019-06-04,2019-12-02,2019-12-03
10031,IBHE,2019-06-04,2019-11-01,2019-11-04
10032,IBHE,2019-06-04,2019-10-01,2019-10-02
10033,IBHE,2019-06-04,2019-09-03,2019-09-04
10034,IBHE,2019-06-04,2019-08-01,2019-08-02
10035,IBHE,2019-06-04,2019-07-01,2019-07-02
10036,IBKR,2020-07-21,2020-08-31,2020-09-01
10037,IBKR,2020-04-21,2020-05-29,2020-06-01
10038,IBKR,2020-01-21,2020-02-27,2020-02-28
10039,IBKR,2019-10-15,2019-11-27,2019-11-29
10040,IBKR,2019-04-16,2019-05-30,2019-05-31
10041,IBKR,2018-10-16,2018-11-29,2018-11-30
10042,IBMJ,2019-12-11,2020-10-01,2020-10-02
10043,IBMJ,2019-12-11,2020-09-01,2020-09-02
10044,IBMJ,2019-12-11,2020-08-03,2020-08-04
10045,IBMJ,2019-12-11,2020-07-01,2020-07-02
10046,IBMJ,2019-12-11,2020-06-01,2020-06-02
10047,IBMJ,2019-12-11,2020-05-01,2020-05-04
10048,IBMJ,2019-12-11,2020-04-01,2020-04-02
10049,IBMJ,2019-12-11,2020-03-02,2020-03-03
10050,IBMJ,2019-12-11,2020-02-03,2020-02-04
10051,IBMJ,2018-12-19,2019-12-30,2019-12-31
10052,IBMJ,2018-12-19,2019-12-19,2019-12-20
10053,IBMJ,2018-12-19,2019-12-02,2019-12-03
10054,IBMJ,2018-12-19,2019-11-01,2019-11-04
10055,IBMJ,2018-12-19,2019-10-01,2019-10-02
10056,IBMJ,2018-12-19,2019-09-03,2019-09-04
10057,IBMJ,2018-12-19,2019-08-01,2019-08-02
10058,IBMJ,2018-12-19,2019-07-01,2019-07-02
10059,IBMJ,2018-12-19,2019-06-03,2019-06-04
10060,IBMJ,2018-12-19,2019-05-01,2019-05-02
10061,IBMJ,2018-12-19,2019-04-01,2019-04-02
10062,IBMJ,2018-12-19,2019-03-01,2019-03-04
10063,IBMJ,2018-12-19,2019-02-01,2019-02-04
10064,IBMJ,2018-01-05,2018-12-18,2018-12-19
10065,IBMJ,2018-01-05,2018-12-03,2018-12-04
10066,IBMJ,2018-01-05,2018-11-01,2018-11-02
10067,IBML,2019-12-11,2020-10-01,2020-10-02
10068,IBML,2019-12-11,2020-09-01,2020-09-02
10069,IBML,2019-12-11,2020-08-03,2020-08-04
10070,IBML,2019-12-11,2020-07-01,2020-07-02
10071,IBML,2019-12-11,2020-06-01,2020-06-02
10072,IBML,2019-12-11,2020-05-01,2020-05-04
10073,IBML,2019-12-11,2020-04-01,2020-04-02
10074,IBML,2019-12-11,2020-03-02,2020-03-03
10075,IBML,2019-12-11,2020-02-03,2020-02-04
10076,IBML,2018-12-19,2019-12-30,2019-12-31
10077,IBML,2019-12-18,2019-12-19,2019-12-20
10078,IBML,2018-12-19,2019-12-02,2019-12-03
10079,IBML,2018-12-19,2019-11-01,2019-11-04
10080,IBML,2018-12-19,2019-10-01,2019-10-02
10081,IBML,2018-12-19,2019-09-03,2019-09-04
10082,IBML,2018-12-19,2019-08-01,2019-08-02
10083,IBML,2018-12-19,2019-07-01,2019-07-02
10084,IBML,2018-12-19,2019-06-03,2019-06-04
10085,IBML,2018-12-19,2019-05-01,2019-05-02
10086,IBML,2018-12-19,2019-04-01,2019-04-02
10087,IBML,2018-12-19,2019-03-01,2019-03-04
10088,IBML,2018-12-19,2019-02-01,2019-02-04
10089,IBML,2018-12-17,2018-12-18,2018-12-19
10090,IBML,2018-01-04,2018-12-03,2018-12-04
10091,IBML,2018-01-04,2018-11-01,2018-11-02
10092,IBMN,2019-12-11,2020-10-01,2020-10-02
10093,IBMN,2019-12-11,2020-09-01,2020-09-02
10094,IBMN,2019-12-11,2020-08-03,2020-08-04
10095,IBMN,2019-12-11,2020-07-01,2020-07-02
10096,IBMN,2019-12-11,2020-06-01,2020-06-02
10097,IBMN,2019-12-11,2020-05-01,2020-05-04
10098,IBMN,2019-12-11,2020-04-01,2020-04-02
10099,IBMN,2019-12-11,2020-03-02,2020-03-03
10100,IBMN,2019-12-11,2020-02-03,2020-02-04
10101,IBMN,2018-12-20,2019-12-30,2019-12-31
10102,IBMN,2018-12-20,2019-12-19,2019-12-20
10103,IBMN,2018-12-20,2019-12-02,2019-12-03
10104,IBMN,2018-12-20,2019-11-01,2019-11-04
10105,IBMN,2018-12-20,2019-10-01,2019-10-02
10106,IBMN,2018-12-20,2019-09-03,2019-09-04
10107,IBMN,2018-12-20,2019-08-01,2019-08-02
10108,IBMN,2018-12-20,2019-07-01,2019-07-02
10109,IBMN,2018-12-20,2019-06-03,2019-06-04
10110,IBMN,2018-12-20,2019-05-01,2019-05-02
10111,IBMN,2018-12-20,2019-04-01,2019-04-02
10112,IBMN,2018-12-20,2019-03-01,2019-03-04
10113,IBMN,2018-12-20,2019-02-01,2019-02-04
10114,IBMN,2018-11-21,2018-12-28,2018-12-31
10115,IBMN,2018-12-17,2018-12-18,2018-12-19
10116,IBMP,2019-12-10,2020-10-01,2020-10-02
10117,IBMP,2019-12-10,2020-09-01,2020-09-02
10118,IBMP,2019-12-10,2020-08-03,2020-08-04
10119,IBMP,2019-12-10,2020-07-01,2020-07-02
10120,IBMP,2019-12-10,2020-06-01,2020-06-02
10121,IBMP,2019-12-10,2020-05-01,2020-05-04
10122,IBMP,2019-12-10,2020-04-01,2020-04-02
10123,IBMP,2019-12-10,2020-03-02,2020-03-03
10124,IBMP,2019-12-10,2020-02-03,2020-02-04
10125,IBMP,2019-12-18,2019-12-19,2019-12-20
10126,IBMP,2019-06-04,2019-12-02,2019-12-03
10127,IBMP,2019-06-04,2019-11-01,2019-11-04
10128,IBMP,2019-06-04,2019-10-01,2019-10-02
10129,IBMP,2019-06-04,2019-09-03,2019-09-04
10130,IBMP,2019-06-04,2019-08-01,2019-08-02
10131,IBMP,2019-06-04,2019-07-01,2019-07-02
10132,IBMP,2019-05-31,2019-06-03,2019-06-04
10133,IBN,2019-07-15,2019-07-23,2019-07-24
10134,IBTB,2020-08-31,2020-09-01,2020-09-02
10135,IBTB,2020-07-31,2020-08-03,2020-08-04
10136,IBTB,2020-06-30,2020-07-01,2020-07-02
10137,IBTB,2020-05-29,2020-06-01,2020-06-02
10138,IBTB,2020-04-30,2020-05-01,2020-05-04
10139,IBTB,2020-03-31,2020-04-01,2020-04-02
10140,IBTE,2020-08-31,2020-09-01,2020-09-02
10141,IBTE,2020-07-31,2020-08-03,2020-08-04
10142,IBTE,2020-06-30,2020-07-01,2020-07-02
10143,IBTE,2020-05-29,2020-06-01,2020-06-02
10144,IBTE,2020-04-30,2020-05-01,2020-05-04
10145,IBTE,2020-03-31,2020-04-01,2020-04-02
10146,IBTG,2020-08-31,2020-09-01,2020-09-02
10147,IBTG,2020-07-31,2020-08-03,2020-08-04
10148,IBTG,2020-06-30,2020-07-01,2020-07-02
10149,IBTG,2020-05-29,2020-06-01,2020-06-02
10150,IBTG,2020-04-30,2020-05-01,2020-05-04
10151,IBTG,2020-03-31,2020-04-01,2020-04-02
10152,IBTI,2020-08-31,2020-09-01,2020-09-02
10153,IBTI,2020-07-31,2020-08-03,2020-08-04
10154,IBTI,2020-06-30,2020-07-01,2020-07-02
10155,IBTI,2020-05-29,2020-06-01,2020-06-02
10156,IBTI,2020-04-30,2020-05-01,2020-05-04
10157,IBTI,2020-03-31,2020-04-01,2020-04-02
10158,IBTK,2020-09-30,2020-10-01,2020-10-02
10159,IBTK,2020-08-31,2020-09-01,2020-09-02
10160,ICBK,2020-08-18,2020-09-03,2020-09-04
10161,ICBK,2020-05-19,2020-06-04,2020-06-05
10162,ICBK,2020-02-18,2020-03-05,2020-03-06
10163,ICBK,2019-11-19,2019-12-05,2019-12-06
10164,ICBK,2019-08-20,2019-09-05,2019-09-06
10165,ICBK,2019-05-21,2019-06-06,2019-06-07
10166,ICBK,2019-02-19,2019-03-07,2019-03-08
10167,ICBK,2018-11-20,2018-12-13,2018-12-14
10168,ICE,2020-02-06,2020-09-15,2020-09-16
10169,ICE,2020-02-06,2020-06-15,2020-06-16
10170,ICE,2020-02-06,2020-03-16,2020-03-17
10171,ICE,2019-02-07,2019-12-13,2019-12-16
10172,ICE,2019-02-07,2019-09-13,2019-09-16
10173,ICE,2019-02-07,2019-06-13,2019-06-14
10174,ICE,2019-02-07,2019-03-14,2019-03-15
10175,ICE,2018-02-07,2018-12-13,2018-12-14
10176,ICFI,2020-08-04,2020-09-10,2020-09-11
10177,ICFI,2020-05-05,2020-06-11,2020-06-12
10178,ICFI,2020-02-27,2020-03-26,2020-03-27
10179,ICFI,2019-11-07,2019-12-12,2019-12-13
10180,ICFI,2019-08-01,2019-09-12,2019-09-13
10181,ICFI,2019-05-02,2019-06-13,2019-06-14
10182,ICFI,2019-02-26,2019-03-28,2019-03-29
10183,ICFI,2018-11-01,2018-12-06,2018-12-07
10184,ICLN,2019-12-13,2020-06-15,2020-06-16
10185,ICLN,2018-12-28,2019-12-16,2019-12-17
10186,ICLN,2018-12-28,2019-06-17,2019-06-18
10187,ICMB,2020-09-14,2020-09-24,2020-09-25
10188,ICMB,2020-05-07,2020-06-18,2020-06-19
10189,ICMB,2020-05-07,2020-06-18,2020-06-19
10190,ICMB,2020-02-04,2020-03-12,2020-03-13
10191,ICMB,2019-11-06,2019-12-12,2019-12-13
10192,ICMB,2019-08-28,2019-09-25,2019-09-26
10193,ICMB,2019-05-01,2019-06-13,2019-06-14
10194,ICMB,2019-02-05,2019-03-14,2019-03-15
10195,ICMB,2018-11-06,2018-12-13,2018-12-14
10196,IDA,2020-07-16,2020-08-04,2020-08-05
10197,IDA,2020-04-16,2020-05-04,2020-05-05
10198,IDA,2020-01-16,2020-02-04,2020-02-05
10199,IDA,2019-10-17,2019-11-04,2019-11-05
10200,IDA,2019-07-18,2019-08-02,2019-08-05
10201,IDA,2019-04-18,2019-05-03,2019-05-06
10202,IDA,2019-01-17,2019-02-04,2019-02-05
10203,IDA,2018-10-18,2018-11-02,2018-11-05
10204,IDE,2020-09-15,2020-10-01,2020-10-02
10205,IDE,2020-03-16,2020-04-01,2020-04-02
10206,IDE,2019-12-16,2019-12-30,2019-12-31
10207,IDE,2019-09-23,2019-10-01,2019-10-02
10208,IDE,2019-06-17,2019-07-01,2019-07-02
10209,IDE,2019-03-20,2019-04-01,2019-04-02
10210,IDE,2018-12-17,2018-12-28,2018-12-31
10211,IDE,2018-12-17,2018-12-28,2018-12-31
10212,IDHQ,2020-01-29,2020-09-21,2020-09-22
10213,IDHQ,2020-01-29,2020-06-22,2020-06-23
10214,IDHQ,2020-01-29,2020-03-23,2020-03-24
10215,IDHQ,2019-01-18,2019-12-23,2019-12-24
10216,IDHQ,2019-01-18,2019-09-23,2019-09-24
10217,IDHQ,2019-01-18,2019-06-24,2019-06-25
10218,IDHQ,2019-03-15,2019-03-18,2019-03-19
10219,IDHQ,2018-12-21,2018-12-24,2018-12-26
10220,IDLB,2020-09-18,2020-09-21,2020-09-22
10221,IDLB,2020-06-19,2020-06-22,2020-06-23
10222,IDLB,2020-03-20,2020-03-23,2020-03-24
10223,IDLB,2019-12-20,2019-12-23,2019-12-24
10224,IDLB,2019-09-20,2019-09-23,2019-09-24
10225,IDLB,2019-06-21,2019-06-24,2019-06-25
10226,IDLB,2018-12-21,2018-12-24,2018-12-26
10227,IDMO,2020-01-29,2020-09-21,2020-09-22
10228,IDMO,2020-01-28,2020-06-22,2020-06-23
10229,IDMO,2020-01-29,2020-03-23,2020-03-24
10230,IDMO,2019-01-18,2019-12-23,2019-12-24
10231,IDMO,2019-01-18,2019-09-23,2019-09-24
10232,IDMO,2019-01-18,2019-06-24,2019-06-25
10233,IDMO,2019-03-15,2019-03-18,2019-03-19
10234,IDMO,2018-12-21,2018-12-24,2018-12-26
10235,IDNA,2019-12-12,2020-09-23,2020-09-24
10236,IDNA,2019-12-12,2020-06-15,2020-06-16
10237,IDNA,2019-12-12,2020-03-25,2020-03-26
10238,IDNA,2019-07-16,2019-12-16,2019-12-17
10239,IDNA,2019-07-16,2019-09-24,2019-09-25
10240,IDV,2019-12-13,2020-09-23,2020-09-24
10241,IDV,2019-12-13,2020-06-15,2020-06-16
10242,IDV,2019-12-13,2020-03-25,2020-03-26
10243,IDV,2018-12-26,2019-12-30,2019-12-31
10244,IDV,2018-12-26,2019-12-16,2019-12-17
10245,IDV,2018-12-26,2019-09-24,2019-09-25
10246,IDV,2018-12-26,2019-06-17,2019-06-18
10247,IDV,2018-12-26,2019-03-20,2019-03-21
10248,IDV,2018-01-18,2018-12-28,2018-12-31
10249,IDV,2018-12-17,2018-12-18,2018-12-19
10250,IDY,2020-09-25,2020-09-28,2020-09-29
10251,IDY,2020-06-25,2020-06-26,2020-06-29
10252,IDY,2020-03-26,2020-03-27,2020-03-30
10253,IDY,2019-12-26,2019-12-27,2019-12-30
10254,IEDI,2019-12-12,2020-09-23,2020-09-24
10255,IEDI,2019-12-12,2020-06-15,2020-06-16
10256,IEDI,2019-12-12,2020-03-25,2020-03-26
10257,IEDI,2018-12-26,2019-12-30,2019-12-31
10258,IEDI,2018-12-26,2019-12-16,2019-12-17
10259,IEDI,2018-12-26,2019-09-24,2019-09-25
10260,IEDI,2018-12-26,2019-06-17,2019-06-18
10261,IEDI,2018-12-26,2019-03-20,2019-03-21
10262,IEDI,2018-03-24,2018-12-28,2018-12-31
10263,IEDI,2018-03-24,2018-12-17,2018-12-18
10264,IEFA,2019-12-13,2020-06-15,2020-06-16
10265,IEFA,2018-12-26,2019-12-30,2019-12-31
10266,IEFA,2018-12-26,2019-12-16,2019-12-17
10267,IEFA,2018-12-26,2019-06-17,2019-06-18
10268,IEFA,2018-01-17,2018-12-28,2018-12-31
10269,IEFA,2018-12-17,2018-12-18,2018-12-19
10270,IEHS,2019-12-12,2020-09-23,2020-09-24
10271,IEHS,2019-12-12,2020-06-15,2020-06-16
10272,IEHS,2019-12-12,2020-03-25,2020-03-26
10273,IEHS,2018-12-26,2019-12-30,2019-12-31
10274,IEHS,2018-12-26,2019-12-16,2019-12-17
10275,IEHS,2018-12-26,2019-09-24,2019-09-25
10276,IEHS,2018-12-26,2019-06-17,2019-06-18
10277,IEHS,2018-12-26,2019-03-20,2019-03-21
10278,IEHS,2018-03-24,2018-12-28,2018-12-31
10279,IEHS,2018-03-24,2018-12-17,2018-12-18
10280,IEIH,2019-12-13,2020-09-23,2020-09-24
10281,IEIH,2019-12-13,2020-06-15,2020-06-16
10282,IEIH,2019-12-13,2020-03-25,2020-03-26
10283,IEIH,2018-12-26,2019-12-30,2019-12-31
10284,IEIH,2018-12-26,2019-12-16,2019-12-17
10285,IEIH,2018-12-26,2019-09-24,2019-09-25
10286,IEIH,2018-12-26,2019-06-17,2019-06-18
10287,IEIH,2018-12-26,2019-03-20,2019-03-21
10288,IEIH,2018-03-24,2018-12-28,2018-12-31
10289,IEIH,2018-03-24,2018-12-17,2018-12-18
10290,IEMG,2019-12-13,2020-06-15,2020-06-16
10291,IEMG,2018-12-26,2019-12-30,2019-12-31
10292,IEMG,2018-12-26,2019-12-16,2019-12-17
10293,IEMG,2018-12-26,2019-06-17,2019-06-18
10294,IEMG,2018-01-22,2018-12-28,2018-12-31
10295,IEMG,2018-01-12,2018-12-18,2018-12-19
10296,IEP,2020-08-04,2020-08-20,2020-08-21
10297,IEP,2020-08-04,2020-08-20,2020-08-21
10298,IEP,2020-05-07,2020-05-18,2020-05-19
10299,IEP,2020-05-07,2020-05-18,2020-05-19
10300,IEP,2020-02-26,2020-03-19,2020-03-20
10301,IEP,2020-02-26,2020-03-19,2020-03-20
10302,IEP,2019-10-31,2019-11-14,2019-11-15
10303,IEP,2019-10-31,2019-11-14,2019-11-15
10304,IEP,2019-07-31,2019-08-12,2019-08-13
10305,IEP,2019-07-31,2019-08-12,2019-08-13
10306,IEP,2019-04-30,2019-05-10,2019-05-13
10307,IEP,2019-02-26,2019-03-08,2019-03-11
10308,IEP,2019-02-26,2019-03-08,2019-03-11
10309,IEP,2018-11-01,2018-11-08,2018-11-12
10310,IETC,2019-12-12,2020-09-23,2020-09-24
10311,IETC,2019-12-12,2020-06-15,2020-06-16
10312,IETC,2019-12-12,2020-03-25,2020-03-26
10313,IETC,2018-12-26,2019-12-30,2019-12-31
10314,IETC,2018-12-26,2019-12-16,2019-12-17
10315,IETC,2018-12-26,2019-09-24,2019-09-25
10316,IETC,2018-12-26,2019-06-17,2019-06-18
10317,IETC,2018-12-26,2019-03-20,2019-03-21
10318,IETC,2018-03-24,2018-12-28,2018-12-31
10319,IETC,2018-03-24,2018-12-17,2018-12-18
10320,IEUS,2019-12-13,2020-06-15,2020-06-16
10321,IEUS,2018-12-28,2019-12-30,2019-12-31
10322,IEUS,2018-12-28,2019-12-16,2019-12-17
10323,IEUS,2018-12-28,2019-06-17,2019-06-18
10324,IEX,2020-05-07,2020-05-14,2020-05-15
10325,IEX,2019-11-13,2020-01-14,2020-01-15
10326,IEX,2019-09-26,2019-10-15,2019-10-16
10327,IEX,2019-06-18,2019-07-15,2019-07-16
10328,IEX,2019-05-10,2019-05-16,2019-05-17
10329,IEX,2018-12-06,2019-01-14,2019-01-15
10330,IEX,2018-09-13,2018-10-15,2018-10-16
10331,IFF,2020-08-10,2020-09-23,2020-09-24
10332,IFF,2020-05-06,2020-06-24,2020-06-25
10333,IFF,2020-03-02,2020-03-25,2020-03-26
10334,IFF,2019-12-11,2019-12-26,2019-12-27
10335,IFF,2019-08-05,2019-09-20,2019-09-23
10336,IFF,2019-04-30,2019-06-21,2019-06-24
10337,IFF,2019-03-05,2019-03-22,2019-03-25
10338,IFF,2018-12-12,2018-12-27,2018-12-28
10339,IFGL,2019-12-12,2020-09-23,2020-09-24
10340,IFGL,2019-12-12,2020-06-15,2020-06-16
10341,IFGL,2019-12-12,2020-03-25,2020-03-26
10342,IFGL,2018-12-26,2019-12-16,2019-12-17
10343,IFGL,2018-12-26,2019-09-24,2019-09-25
10344,IFGL,2018-12-26,2019-06-17,2019-06-18
10345,IFGL,2018-12-26,2019-03-20,2019-03-21
10346,IFN,2020-09-10,2020-09-18,2020-09-21
10347,IFN,2020-06-09,2020-06-18,2020-06-19
10348,IFN,2020-03-10,2020-03-19,2020-03-20
10349,IFN,2019-12-10,2019-12-30,2019-12-31
10350,IFN,2019-09-11,2019-09-20,2019-09-23
10351,IFN,2019-06-11,2019-06-20,2019-06-21
10352,IFN,2019-03-11,2019-03-20,2019-03-21
10353,IFN,2018-12-11,2018-12-28,2018-12-31
10354,IFN,2018-12-21,2018-12-28,2018-12-31
10355,IFV,2020-09-23,2020-09-24,2020-09-25
10356,IFV,2020-06-24,2020-06-25,2020-06-26
10357,IFV,2020-03-25,2020-03-26,2020-03-27
10358,IFV,2019-12-12,2019-12-13,2019-12-16
10359,IFV,2019-09-24,2019-09-25,2019-09-26
10360,IFV,2019-06-13,2019-06-14,2019-06-17
10361,IFV,2019-03-20,2019-03-21,2019-03-22
10362,IFV,2018-01-09,2018-12-18,2018-12-19
10363,IGA,2020-09-15,2020-10-01,2020-10-02
10364,IGA,2020-03-16,2020-04-01,2020-04-02
10365,IGA,2019-12-16,2019-12-30,2019-12-31
10366,IGA,2019-09-23,2019-10-01,2019-10-02
10367,IGA,2019-06-17,2019-07-01,2019-07-02
10368,IGA,2019-03-20,2019-04-01,2019-04-02
10369,IGA,2018-12-17,2018-12-28,2018-12-31
10370,IGE,2019-12-12,2020-09-23,2020-09-24
10371,IGE,2019-12-12,2020-06-15,2020-06-16
10372,IGE,2019-12-12,2020-03-25,2020-03-26
10373,IGE,2018-12-24,2019-12-30,2019-12-31
10374,IGE,2018-12-24,2019-12-16,2019-12-17
10375,IGE,2019-12-13,2019-12-16,2019-12-17
10376,IGE,2018-12-24,2019-09-24,2019-09-25
10377,IGE,2018-12-24,2019-06-17,2019-06-18
10378,IGE,2018-12-24,2019-03-20,2019-03-21
10379,IGE,2018-01-18,2018-12-28,2018-12-31
10380,IGE,2017-12-27,2018-12-17,2018-12-18
10381,IGF,2019-12-13,2020-06-15,2020-06-16
10382,IGF,2018-12-28,2019-12-16,2019-12-17
10383,IGF,2018-12-28,2019-06-17,2019-06-18
10384,IGF,2018-12-17,2018-12-18,2018-12-19
10385,IGI,2020-08-19,2020-09-22,2020-09-23
10386,IGI,2020-05-19,2020-08-21,2020-08-24
10387,IGI,2020-05-19,2020-07-23,2020-07-24
10388,IGI,2020-05-19,2020-06-22,2020-06-23
10389,IGI,2020-02-19,2020-05-20,2020-05-21
10390,IGI,2020-02-19,2020-04-22,2020-04-23
10391,IGI,2020-02-19,2020-03-23,2020-03-24
10392,IGI,2019-11-21,2020-02-20,2020-02-21
10393,IGI,2019-11-21,2020-01-23,2020-01-24
10394,IGI,2019-11-21,2019-12-19,2019-12-20
10395,IGI,2019-08-20,2019-11-21,2019-11-22
10396,IGI,2019-08-20,2019-10-17,2019-10-18
10397,IGI,2019-08-20,2019-09-19,2019-09-20
10398,IGI,2019-05-21,2019-08-22,2019-08-23
10399,IGI,2019-05-21,2019-07-18,2019-07-19
10400,IGI,2019-05-21,2019-06-20,2019-06-21
10401,IGI,2019-02-20,2019-05-23,2019-05-24
10402,IGI,2019-02-20,2019-04-17,2019-04-18
10403,IGI,2019-02-20,2019-03-21,2019-03-22
10404,IGI,2018-11-12,2019-02-14,2019-02-15
10405,IGI,2018-11-12,2019-01-17,2019-01-18
10406,IGI,2018-08-20,2018-11-21,2018-11-23
10407,IGI,2018-08-20,2018-10-18,2018-10-19
10408,IGIC,2020-08-13,2020-08-21,2020-08-24
10409,IGLB,2020-09-30,2020-10-01,2020-10-02
10410,IGLB,2019-12-10,2020-09-01,2020-09-02
10411,IGLB,2019-12-10,2020-08-03,2020-08-04
10412,IGLB,2019-12-10,2020-07-01,2020-07-02
10413,IGLB,2019-12-10,2020-06-01,2020-06-02
10414,IGLB,2019-12-10,2020-05-01,2020-05-04
10415,IGLB,2019-12-10,2020-04-01,2020-04-02
10416,IGLB,2019-12-10,2020-03-02,2020-03-03
10417,IGLB,2019-12-10,2020-02-03,2020-02-04
10418,IGLB,2018-12-17,2019-12-30,2019-12-31
10419,IGLB,2018-12-17,2019-12-19,2019-12-20
10420,IGLB,2018-12-17,2019-12-02,2019-12-03
10421,IGLB,2018-12-17,2019-11-01,2019-11-04
10422,IGLB,2018-12-17,2019-10-01,2019-10-02
10423,IGLB,2018-12-17,2019-09-03,2019-09-04
10424,IGLB,2018-12-17,2019-08-01,2019-08-02
10425,IGLB,2018-12-17,2019-07-01,2019-07-02
